Web Search interest: 90
Denmark 2010-2014

Interest over time
Week,90
2010-01-03 - 2010-01-09,31
2010-01-10 - 2010-01-16,34
2010-01-17 - 2010-01-23,27
2010-01-24 - 2010-01-30,28
2010-01-31 - 2010-02-06,34
2010-02-07 - 2010-02-13,28
2010-02-14 - 2010-02-20,31
2010-02-21 - 2010-02-27,28
2010-02-28 - 2010-03-06,31
2010-03-07 - 2010-03-13,35
2010-03-14 - 2010-03-20,35
2010-03-21 - 2010-03-27,32
2010-03-28 - 2010-04-03,32
2010-04-04 - 2010-04-10,38
2010-04-11 - 2010-04-17,24
2010-04-18 - 2010-04-24,31
2010-04-25 - 2010-05-01,33
2010-05-02 - 2010-05-08,37
2010-05-09 - 2010-05-15,30
2010-05-16 - 2010-05-22,31
2010-05-23 - 2010-05-29,25
2010-05-30 - 2010-06-05,32
2010-06-06 - 2010-06-12,32
2010-06-13 - 2010-06-19,33
2010-06-20 - 2010-06-26,29
2010-06-27 - 2010-07-03,31
2010-07-04 - 2010-07-10,29
2010-07-11 - 2010-07-17,37
2010-07-18 - 2010-07-24,34
2010-07-25 - 2010-07-31,38
2010-08-01 - 2010-08-07,33
2010-08-08 - 2010-08-14,35
2010-08-15 - 2010-08-21,31
2010-08-22 - 2010-08-28,31
2010-08-29 - 2010-09-04,36
2010-09-05 - 2010-09-11,27
2010-09-12 - 2010-09-18,30
2010-09-19 - 2010-09-25,31
2010-09-26 - 2010-10-02,30
2010-10-03 - 2010-10-09,27
2010-10-10 - 2010-10-16,31
2010-10-17 - 2010-10-23,29
2010-10-24 - 2010-10-30,32
2010-10-31 - 2010-11-06,30
2010-11-07 - 2010-11-13,35
2010-11-14 - 2010-11-20,30
2010-11-21 - 2010-11-27,32
2010-11-28 - 2010-12-04,31
2010-12-05 - 2010-12-11,30
2010-12-12 - 2010-12-18,24
2010-12-19 - 2010-12-25,28
2010-12-26 - 2011-01-01,53
2011-01-02 - 2011-01-08,31
2011-01-09 - 2011-01-15,32
2011-01-16 - 2011-01-22,30
2011-01-23 - 2011-01-29,29
2011-01-30 - 2011-02-05,29
2011-02-06 - 2011-02-12,32
2011-02-13 - 2011-02-19,26
2011-02-20 - 2011-02-26,35
2011-02-27 - 2011-03-05,33
2011-03-06 - 2011-03-12,32
2011-03-13 - 2011-03-19,29
2011-03-20 - 2011-03-26,31
2011-03-27 - 2011-04-02,34
2011-04-03 - 2011-04-09,31
2011-04-10 - 2011-04-16,33
2011-04-17 - 2011-04-23,29
2011-04-24 - 2011-04-30,32
2011-05-01 - 2011-05-07,29
2011-05-08 - 2011-05-14,33
2011-05-15 - 2011-05-21,28
2011-05-22 - 2011-05-28,28
2011-05-29 - 2011-06-04,31
2011-06-05 - 2011-06-11,31
2011-06-12 - 2011-06-18,28
2011-06-19 - 2011-06-25,32
2011-06-26 - 2011-07-02,32
2011-07-03 - 2011-07-09,32
2011-07-10 - 2011-07-16,32
2011-07-17 - 2011-07-23,35
2011-07-24 - 2011-07-30,32
2011-07-31 - 2011-08-06,32
2011-08-07 - 2011-08-13,32
2011-08-14 - 2011-08-20,34
2011-08-21 - 2011-08-27,31
2011-08-28 - 2011-09-03,34
2011-09-04 - 2011-09-10,32
2011-09-11 - 2011-09-17,33
2011-09-18 - 2011-09-24,31
2011-09-25 - 2011-10-01,32
2011-10-02 - 2011-10-08,32
2011-10-09 - 2011-10-15,33
2011-10-16 - 2011-10-22,32
2011-10-23 - 2011-10-29,36
2011-10-30 - 2011-11-05,31
2011-11-06 - 2011-11-12,33
2011-11-13 - 2011-11-19,31
2011-11-20 - 2011-11-26,32
2011-11-27 - 2011-12-03,33
2011-12-04 - 2011-12-10,30
2011-12-11 - 2011-12-17,28
2011-12-18 - 2011-12-24,32
2011-12-25 - 2011-12-31,66
2012-01-01 - 2012-01-07,36
2012-01-08 - 2012-01-14,30
2012-01-15 - 2012-01-21,32
2012-01-22 - 2012-01-28,32
2012-01-29 - 2012-02-04,33
2012-02-05 - 2012-02-11,37
2012-02-12 - 2012-02-18,32
2012-02-19 - 2012-02-25,34
2012-02-26 - 2012-03-03,29
2012-03-04 - 2012-03-10,30
2012-03-11 - 2012-03-17,32
2012-03-18 - 2012-03-24,33
2012-03-25 - 2012-03-31,37
2012-04-01 - 2012-04-07,35
2012-04-08 - 2012-04-14,34
2012-04-15 - 2012-04-21,33
2012-04-22 - 2012-04-28,33
2012-04-29 - 2012-05-05,35
2012-05-06 - 2012-05-12,34
2012-05-13 - 2012-05-19,34
2012-05-20 - 2012-05-26,34
