306	O
lunar	O
landing	O
plates	O
year	O
released	O
1979	O
piece	O
count	O
2	O
minifigs	O
0	O
list	O
price	O
unknown	O
as	O
part	O
of	O
the	O
classic	O
space	O
collection	O
lego	O
offered	O
two	O
sets	O
of	O
moon	O
plates	O
one	O
was	O
a	O
set	O
of	O
two	O
crater	O
plates	O
and	O
the	O
other	O
this	O
very	O
useful	O
landing	O
plate	O
set	O
not	O
much	O
to	O
review	O
but	O
worth	O
sharing	O
a	O
few	O
images	O
the	O
landing	O
plate	O
and	O
tplate	O
the	O
two	O
plates	O
connect	O
to	O
form	O
this	O
very	O
nice	O
classic	O
space	O
landing	O
platform	O
set	O
497	O
galaxy	O
explorer	O
included	O
the	O
landing	O
platform	O
but	O
the	O
one	O
that	O
i	O
had	O
was	O
lighter	O
in	O
color	O
than	O
the	O
one	O
contained	O
in	O
this	O
set	O
at	O
least	O
the	O
yellow	O
circle	O
future	O
lego	O
space	O
sets	O
could	O
benefit	O
by	O
having	O
similar	O
road	O
plates	O
share	O
your	O
thoughts	O
whitefang	O
on	O
jul	O
7	O
2008	O
1142	O
pm	O
said	O
actually	O
with	O
only	O
2	O
plates	O
i	O
could	O
not	O
do	O
much	O
serious	O
expansion	O
with	O
it	O
instead	O
i	O
merged	O
it	O
with	O
my	O
old	O
city	O
baseplates	O
and	O
used	O
it	O
as	O
a	O
docking	O
station	O
for	O
scientific	O
purposes	O
or	O
restricted	O
facilities	O
that	O
is	O
guarded	O
by	O
the	O
police	O
you	O
make	O
a	O
very	O
good	O
point	O
there	O
ive	O
used	O
these	O
plates	O
to	O
represent	O
restricted	O
areas	O
and	O
even	O
as	O
simple	O
airport	O
runways	O
beyond	O
their	O
space	O
uses	O
i	O
never	O
liked	O
the	O
black	O
plates	O
they	O
were	O
during	O
my	O
dark	O
ages	O
anyway	O
so	O
ive	O
never	O
really	O
seen	O
one	O
up	O
close	O
but	O
i	O
have	O
seen	O
them	O
used	O
in	O
a	O
death	O
star	O
display	O
as	O
suggested	O
and	O
it	O
turned	O
out	O
fairly	O
well	O
quote	O
oh	O
how	O
i	O
love	O
these	O
plates	O
afew	O
years	O
ago	O
i	O
found	O
a	O
local	O
retail	O
store	O
with	O
about	O
67	O
sets	O
of	O
these	O
in	O
their	O
basement	O
warehouse	O
i	O
was	O
given	O
special	O
access	O
to	O
along	O
with	O
many	O
other	O
old	O
space	O
goodies	O
hehe	O
i	O
love	O
the	O
things	O
i	O
have	O
loads	O
and	O
ive	O
used	O
them	O
for	O
multiple	O
space	O
bases	O
and	O
battles	O
along	O
with	O
afew	O
grey	O
crater	O
plates	O
and	O
the	O
large	O
grey	O
plates	O
15x	O
the	O
size	O
of	O
a	O
normal	O
baseplate	O
you	O
can	O
get	O
quite	O
a	O
monorail	O
layout	O
going	O
sigh	O
i	O
should	O
really	O
clean	O
up	O
and	O
get	O
one	O
set	O
up	O
again	O
so	O
i	O
can	O
take	O
some	O
pictures	O
wow	O
nice	O
you	O
probably	O
have	O
enough	O
to	O
make	O
that	O
scene	O
on	O
the	O
box	O
picture	O
i	O
got	O
one	O
pack	O
off	O
ebay	O
a	O
while	O
ago	O
and	O
have	O
another	O
octagon	O
plate	O
from	O
the	O
blacktron	O
6988	O
base	O
im	O
building	O
my	O
carrier	O
moc	O
around	O
one	O
but	O
dont	O
have	O
anything	O
planned	O
for	O
the	O
others	O
these	O
baseplates	O
are	O
still	O
relatively	O
common	O
on	O
ebay	O
for	O
their	O
age	O
i	O
see	O
misb	O
packs	O
on	O
there	O
every	O
few	O
weeks	O
and	O
they	O
tend	O
to	O
sell	O
for	O
around	O
20	O
the	O
older	O
kind	O
in	O
the	O
op	O
are	O
much	O
harder	O
to	O
come	O
by	O
edited	O
by	O
cp5670	O
09	O
july	O
2008	O
1018	O
pm	O
lokix	O
on	O
jul	O
11 2008 0300	O
