
these plates are great in setting up your space base and giving your ships a place to land my favorite though is the lunar crater plate which i use to death in my comic 	positive
why pay 350 dollars just download the instructions on buy the pieces off bricklink this is was i did when i wanted to create the blacktron ii in the futuron colour scheme also i tend to like both sets of base plates i bought the black ones myself and they were of great use but there more for creating the idea of a city or space station something more completely man made the gray ones give a better look of the roads being laid over bare rock especially when you introduce the plates with the craters i would love to see a 4848 baseplate with roads through them which would allow more building space on the side and maybe some craters also 4848 baseplates with craters but a few different kinds to create more or a realistic look and less of a repeating pattern and with all those rocks you have to put everything up on supports much better looking bases then	negative
cp5670 on jul 8 2008 0504 am said these are pretty good but i think they look too much like the standard town roads from that period i like the black space plates from the early 90s better 6710 oh how i love these plates afew years ago i found a local retail store with about 67 sets of these in their basement warehouse i was given special access to along with many other old space goodies hehe i love the things i have loads and ive used them for multiple space bases and battles along with afew grey crater plates and the large grey plates 15x the size of a normal baseplate you can get quite a monorail layout going sigh i should really clean up and get one set up again so i can take some pictures	positive
great review sinner i own the later version 709 released in 1977 mine no longer has decals though the variations were minimal it looks like your boat is in really good shape considering its 30 years old excellent review	positive
sinner on jul 31 2008 0743 pm said you give a guy a holiday he comes back a comedian its too obvious for my taste words hurt you know	negative
nice review sinner the old sets i donÂ´t know  every old set especially equipped with the old nonmoveable arms minifigs look very odd nowadays i agree with you with the hull shape and its possibility to be extended but every other aspect the lack of detail the keel itself you canÂ´t float it in shallow water keeps me from rating it higher than 310 in my opninion the best police boat so far is 4021 click to enlarge	negative
i love those minifigs theyd go for alot on ebay i bet great boat as well i love the old hull design	positive
this set showed what potential variations on the standard brick had back then i think that tlg was still finding its legs back then and learning new things so this is a solid set for the year it was released nice review sinner	positive
great review i never had this set but it looks nice i really like the checker pattern near the big window	positive
theres two alternates on the back of the instructions and as i recall some sort of bridge on the inner fold or back of box i threw away the box to this set years ago just lucky to still have all the pieces with standard pieces you can build all these alternates and many more thats why i dont particularly care for the new castles like vladeks they make building so difficult and duplicate pieces are so limited heres an old shot of the castle in the city that it use to guard we played for hours back in these days	neutral
yup that is very very nicei wish i had been alive back then d well ill never have a chance to own something like this so this is as close ill get to it thanks for showing me the greatness	positive
question for you guys whats the best way to clean lego i was noticing that the baseplates and gray plates to this set are very dusty and could use a good cleaning mild soap water soak is there a better way	neutral
thebrickster on dec 29 2005 0450 am said snefroe1 on dec 28 2005 0844 am said nice review i havent built yellow castle for many years but i do remember the fun i had building it when i was young yellow castle just opened up an entire new world for me also i liked all the alternate models on the box odï¿½ wish i still had that i found this pic of the inner box this evening in searching for sticker sheets with castles like this one could build a variety of mocs thanks i remember the models for being such a good inspiration for mocs im also impressed by the colors of the shields even a good cleaning wouldnt do that with my old shields have you ever tried replacing the heads by modern heads just to see how that would look	neutral
imperialjohn on dec 29 2005 0206 pm said you might find the stickers here ive searched that page before  it doesnt have the stickers but it has a lot of other useful ones od thebrickster send me a link to a page that has remakes of the good old classic shields and more you can find it here thanks brickster satis  kimt	neutral
ive tried this once remember normal white sticker sheet in an ink jet and the transparent plastic on top  ps the one on the right is the homemade one	neutral
i guess its easiest to put the entire shield on a transparent sticker and cut the edges i would also do that with the white stickers because now you can still see the gray edges of the shield perhaps you can make a bigger black or brown in the other case outline you also wouldnt be able to see if the sticker is exactly in the middle	neutral
quote so youre using two layers stickers doesnt that make it very thick not really i think it works out very fine 1 print out the image 2 put on the plastic 3 cut out the image 4 apply on the part	neutral
indy565 on dec 31 2007 1024 am said wasnt this the first castle lego released hey indy565 we try not to revive old threads imded pointed out how old unless theres something to add now this doesnt mean you can never revive an old thread but just do it when theres a reason  yes i believe it is the oldest	neutral
great review the set is really nice i love that the front of the motercycle can turn and the engine is just beautiful with its half stacked bricks like kieldaman said the price used or new is quite a bit but there is a good variety of bricks here like the bricks inside the wheels did you get this set from your father great review luxorv	positive
wow talk about illegal connections eh great review i really like this set even for its age	positive
luxorv this is a well written presentation on this lego vintage review i never knew the existence of this set and even though the design is not part of the modern lego design concept but the overall appeal back in the 1970s certainly appeal to many i could not mind to own such vintage lego model and put them on display and potray as if it was a chart of evolution of lego motorbikes thanks for sharing and i cant wait to find out your next review	positive
thanks luxorv for this review of such a classic old lego set and i do remember seeing these in a catalogue years ago excellent brickbuilt police cycle i think its time lego did another one eh  brick on ride on everyone 	positive
theme hobby sets set name thatcher perkins locomotive set number 396 price new 369450  258314 euro price used 100355  45250 euro pieces 434 year of release 1976 links peeron bricklink and brickset my father assures me this is the very first lego set i ever got in facts he gave it to me as a present for my first half year of course that is to say he bought it for himself and used me as the official excuse when i grew up at first i found it to be quite boring no minifigures limited play features in the end it was just a locomotive it soon went to forgottenland then when i was about 10 years old i one day found again the instructionsâ€™ â€˜bookletâ€™ and saw this bright coloured big steam engine and i suddenly wanted to build it again it would seem i finally got to the right age at least for me to appreciate the design of this great set but enough about memories letâ€™s start with the review the box front the front of the box here cut and folded to save space shows the thatcher perkins locomotive in all its glory upon a nice countryside landscape i really appreciate how tlg box designers used a real life environment made of sand gravel and pebbles to give this hobby set a better background moreover the landscape does not distract the eye since the focus is strongly set on the locomotive itself the box measures about 395 x 245 x 55 centimetres or 1556 x 965 x 217 inches this is more or less the size of the 4840  the burrow or the advent calendars back and sides the back of the box shows the model on a more neutral background and from another angle we can see the stickers in place take a good look at them here because i did not apply them the right side we also see a pic of the set from the 34 back and one with a child playing with it in this latter shot the model rests upon a nice black box with a thatcher perkins sign on it unlike the harley davidson 1000cc set the thatcher perkins does not have the sign â€˜designed for experienced lego buildersâ€™ for some reason contents inside this set includes a large number of parts mainly black blue and red with some nice yellow to lighten it up more parts of interest the partsâ€™ selection is not exceptional but weâ€™ll see this set includes some unique pieces which have not been in lego sets for long years since the 1980s like the very nice black plate modified 1 x 2 with steam engine cylinder flat surfaces black train wheel spoked for motor and the red train steam drive rod holder  train steam drive rod group the wheel spoked large as beautiful as they were saw the light from the production line for the last time in 1976 the only new mold used in this set is the black and blue slope inverted 45 2 x 2 old type with round bottom tube as you can see in the above picture this locomotive was designed to work well be played with on all kind of surfaces so the wheels sport tyres in this picture you can see how they look without the tyres of course builders can use the thatcher perkins on their brickbuilt tracks another group of interesting parts are shown in this pic red wheel spoked 2 x 2 with stud and tyre black brick modified 2 x 4 with wheels holder old clear bottom and yellow minifig head plain  stud solid many newer fans will not be familiar with the last two parts they were standard fare in a number of sets between the 1960s and early 1990s but then unfortunately they were taken out of production to be fair the replacement of the black brick modified 2 x 4 with wheels holder old clear bottom with the standard technic parts was probably due to the fact that the metal pin used to connect the wheels to these bricks had a shameful tendency at getting off the wheel too bad it could not be fixed and these parts kept in production for those interested here is a picture of the dss courtesy of peeron instructions cover â€“ as usual the instructions are not organised in the form of a booklet but they consist of a folded double printed sheet the â€˜coverâ€™ shows again the same shot as the front of the box â€˜back coverâ€™ â€“ here we see the name of the set and some additional information like the year when the first thatcher perkins started working 1863 and the type 460 of this locomotive which as shown in the image is related to the number and position of the wheels on a side note the pencil signs on the sides of the sheet were made by my father while counting the parts in the set â€˜random pageâ€™ â€“ as expected no callouts here but the build is pretty straight forward and does not need them the colours are easy to tell apart full page â€“ as you may have noticed all the building steps are drawn on one side of the â€˜bookletâ€™ making it more properly an instructionsâ€™ sheet what really makes this â€˜instruction bookletâ€™ stand out in my eyes is the fact that it is indeed a poster the building steps are all on one side while the other is a bigger image of the completed set with the name thatcher perkins in yellow enclosed in an old styled red tag building start the build starts with the base of the locomotive putting the 10 wheels in place and strengthening the engine notice the use of this â€˜illegalâ€™ technique to build the bumpers lego as we all know can be a tricky medium to build with and some details need special solutions to be completed we then start building the boiler and cabin going up fast and steady in the penultimate step we build the chimney and cow catcher iâ€™d like to spend a few more words on the chimney and how it is attached to the main body as you can see in the left picture the 3x3 base of the chimney is asymmetrical with a 3x2 base on one side and a combination of a 1x2 and a 1x1 plates on the other in the right picture you see the top of the main body where the chimney will be attached it is made of a 1x2 base and 1 1x2 tile using another â€˜illegalâ€™ technique or at least one lego designers do not like much nowadays the holes of the 3x2 plate of the chimney will connect with the studs of the 1x2 plate on the main body giving a well centred and quite sturdy build finished set front the front of the model sports 3 big headlights a nice cow catcher and the nicely detailed engine front i can almost hear it whistle side and here it is our good old thatcher perkins locomotive indeed it looks like a classic and powerful engine form one of those spaghetti western films doesnâ€™t it what i found strange in the beginning is the choice of colours i was convinced steam engines were all black at the time then i checked some pictures of the original and i must admit the resemblance is almost perfect back the back side is less detailed than the front with cabin almost devoid of details i think lego could have done a better job on it 34 front and â€¦ just see how good it looks from this angle with all the tubing moving parts and the lovely 3 headlights â€¦ 34 back the back view is not as impressive but grants us a good look at the big posterior wheels and the bumpers bonus images size comparison as i stated elsewhere i never understood what scale these hobby sets are meant to be they are clearly not minifigscale and they are not technicfigscale either but they are not even miniland scale moreover they use different scales between locomotives cars and motorbikes amongst the hobby set line as i said before the set comes with tyres on the wheels to allow a wider playing experience not limiting this model to tracks nonetheless builders can assemble their own track maybe using the vintage blue 45v tracks and make the thatcher perkins run its proper environment final comments overall this is a great set for collectors of old models and steam engines fans or both it does not sport a huge variety of bricks but was a good choice at the time and even if the result is matteroffact a bit blocky when compared to the original it implements some good solutions to minimise the lego brick appearance and maximise the similarity as much as possible design  colour scheme â€“ 810 the design is as accurate as possible and the colours are completely in line for the thatcher perkins locomotive the solutions and details included in this set justify the â€˜expert buildersâ€™ label and add to the appearance and why not playability of the model though i still wish tlg had included more details in the cabin parts  1010 quite a big selection but only one new mould nonetheless a good source of black blue and red standard parts for mocs and one of the few sources for the extra rare black plate modified 1 x 2 with steam engine cylinder flat surfaces black train wheel spoked for motor red train steam drive rod holder  train steam drive rod group and wheel spoked large playability  910 a sturdy model which can take some serious play and swooshing without falling apart the somewhat easily detachable chimney and the lack of an appropriate scale interaction with most other models make it lose one point though build  710 pretty straight forward with few nice solutions price  510 like most older models especially the hobby set and model team ones this set can only rarely be found at reasonable prices most of the times people are asked shameful prices for such a smallish set overall 810 very good more pictures can be found in this brickshelf gallery as always questions comments and pic requests welcome edited by rufus 10 july 2011  0705 pm indexed	positive
rare classic sets are always a priceless part of any lego collection and its a good thing you still have this first set of yours luxor or did you purchase a new one excellent review btw its always a pleasure getting a closer look at these classic sets which i wouldnt have known to exist had i not seen this review overall i think its a really good set at that time of course judging this one by modern standards wont be fair but at the time im pretty sure it was a cool set to have though less cooler than having the harley davidson set	positive
kieldaman on 10 july 2011  1143 am said rare classic sets are always a priceless part of any lego collection and its a good thing you still have this first set of yours luxor or did you purchase a new one excellent review btw its always a pleasure getting a closer look at these classic sets which i wouldnt have known to exist had i not seen this review overall i think its a really good set at that time of course judging this one by modern standards wont be fair but at the time im pretty sure it was a cool set to have though less cooler than having the harley davidson set thanks kiel i can grant you thats the same old one i got as my first set im very glad to have it lightningtiger on 10 july 2011  1221 pm said thanks for the review luxorv an interesting old set though i find it hard to imagine a square smoke stack instead of roundish it truly has that classic lego simplistic build with all studs showing and making do with standard partsm except the few you havepointed out luxorv a nice flashback 35 years agonow thats old school anyway brick on everyone  indeed this set must be valued in relation to its own time and style i was considering making an updated version with current parts but im not sure ifwhen ill have the time for it rufus on 10 july 2011  0709 pm said thanks luxor for bringing us this excellent tour round an old classic for its time this is truly a remarkably detailed and beautiful set and i think its amazing how its still in such good condition after all this time do you have any more from this era excepting the harley of course  ive created a whole new index to put them in interesting that you had to create a new index for them  but these two are the only ones i have for now maybe other members will be ble to contribute to it in the future	positive
thank you very much for this wonderful review this is the oldest lego set in my collection i received this model from my grand parents many years ago  im not exactly sure who in my family it used to belong to but it has a home with me now its a very simple but attractive looking vehicle and functions pretty well too overall very nice	positive
thanks for the great nostalgic review great pictures i love the shiny glow of 37 year old bricks sets were simpler back then but not less exciting in their own way i wasnt even born in 1973 but one of my first sets was the 1982 update of this 6630 bucket loader almost 10 years later but the very same bucket assembly only the colours have changed	positive
